0.2201687,0.2653768,0.4864599,0.04594366,0.02679402,0
0.192808,0.1538636,0.6015606,0.04343207,0.02646648,0
0.2130167,0.1804228,0.5535146,0.04857598,0.02986856,0
0.1919649,0.2190074,0.505906,0.06350982,0.0329169,0
0.158143,0.2797374,0.4996386,0.05587484,0.0338631,0
0.2714942,0.3065177,0.3861414,0.07612454,0.03527258,0
0.2037769,0.3597175,0.4042756,0.05988441,0.03634014,0
0.1719567,0.3760178,0.4156219,0.06580418,0.04303141,0
0.1644761,0.3204882,0.4536035,0.06530501,0.04125143,0
0.1671288,0.2888283,0.4433571,0.0733209,0.03683936,0
0.1504954,0.3555017,0.4150334,0.06695297,0.0400084,0
0.1742465,0.3826081,0.351142,0.07605841,0.03895184,0
0.2060978,0.3489056,0.3523307,0.1035922,0.04282429,0
0.2587223,0.3444705,0.3350351,0.08670602,0.03700167,0
0.1852804,0.403761,0.3420208,0.0873659,0.03982285,0
0.1699232,0.367523,0.3479923,0.09665147,0.04333183,0
0.223508,0.3354495,0.3684632,0.08189176,0.0394458,0
0.2671482,0.3166878,0.376518,0.07114697,0.03166491,0
0.2664903,0.3164065,0.3615822,0.06882799,0.02836541,0
0.2581676,0.3149543,0.3552582,0.07521293,0.03038398,0
0.3121533,0.2631444,0.3667305,0.06872289,0.02616011,0
0.3063366,0.1843666,0.4382336,0.07589418,0.03204519,0
0.3828382,0.1579598,0.3980441,0.06581751,0.03181097,0
0.375415,0.1793349,0.3454585,0.08341363,0.03969286,0
0.2451452,0.3147991,0.2382313,0.1032996,0.1241526,0
0.2072183,0.2678816,0.3121458,0.1294134,0.1152641,0
0.220622,0.2567269,0.3994457,0.06840287,0.08058044,0
0.1307493,0.2956017,0.4352423,0.06882725,0.07564741,0
0.1229417,0.2586905,0.4855603,0.06664477,0.07648391,0
0.112238,0.2724534,0.4877138,0.05862839,0.07009401,0
0.16019,0.2297388,0.4888273,0.06579048,0.06651291,0
0.1661877,0.2480018,0.5074567,0.04968979,0.0566083,0
0.1315302,0.2510645,0.5032631,0.05860465,0.05799523,0
0.1371973,0.3813596,0.4103624,0.05484607,0.05717596,0
0.1780986,0.3475718,0.3971101,0.0574712,0.04858551,0
0.2049438,0.325318,0.4094332,0.05296571,0.05833504,0
0.2353677,0.2215624,0.4792673,0.05480895,0.05907879,0
0.2271573,0.1822696,0.5047811,0.05571125,0.06465333,0
0.2606742,0.2092841,0.4307345,0.05027483,0.05885847,0
0.2515669,0.3495737,0.3446448,0.05102405,0.0514512,0
0.1221401,0.4057085,0.3681133,0.08081067,0.03235973,0
0.1324183,0.4901184,0.3311234,0.04910735,0.02586474,0
0.1167529,0.4926198,0.3413971,0.05483039,0.02600271,0
0.1256713,0.4302905,0.3839634,0.05909809,0.02812077,0
0.1178701,0.4168016,0.412048,0.06352004,0.03319116,0
0.1485243,0.3975036,0.3846019,0.05607086,0.03264857,0
0.1160436,0.4243369,0.3993238,0.05500595,0.03047989,0
0.1250979,0.4361158,0.3680309,0.06592295,0.03401525,0
0.1443534,0.4991877,0.2944301,0.06319902,0.04033284,0
0.1342559,0.494873,0.2935702,0.059621,0.04020926,0
0.1755482,0.5205325,0.2449062,0.06032229,0.0402188,0
0.1758185,0.3137692,0.3596157,0.1022583,0.06815556,0
0.181059,0.2184209,0.4680986,0.08165438,0.06535245,0
0.1536241,0.2638333,0.4599819,0.08441406,0.06677099,0
0.1738802,0.2327699,0.4524898,0.09258324,0.06313789,0
0.1763583,0.1726857,0.5269341,0.09031464,0.06625098,0
0.1876525,0.1634594,0.5339951,0.0919788,0.05987674,0
0.1441705,0.2225929,0.5127714,0.07318579,0.05587213,0
0.1420943,0.230121,0.5403638,0.06043936,0.04918958,0
0.1975209,0.1218571,0.5677707,0.07703459,0.05078857,0
0.1371031,0.1473585,0.5911774,0.08684146,0.05247578,0
0.1996846,0.158838,0.5858692,0.04224143,0.03434345,0
